date,name,location,humidity,temperature,sound,id
2016-03-20 03:21:00,robo-sensor-pad-189452nE2pP,United States,80,11,73,189452
2016-03-20 03:21:00,robo-device-mac-189453GIt1VYUj3,United States,89,25,66,189453
2016-03-20 03:21:00,robo-sensor-pad-189454rm1z9bM,United Kingdom,98,15,81,189454
2016-03-20 03:21:00,robo-therm-stick-189455ywNJj,United Kingdom,96,22,41,189455
2016-03-20 03:21:00,robo-sensor-pad-1894566xUpq,France,97,12,35,189456
2016-03-20 03:21:00,robo-meter-gauge-18945773CkuZd4R,United States,69,30,71,189457
2016-03-20 03:21:00,robo-sensor-pad-189458cn6GKPGS,United States,49,17,66,189458
2016-03-20 03:21:00,robo-device-mac-189459Nq9oigV62,Thailand,98,29,85,189459
2016-03-20 03:21:00,robo-sensor-pad-189460yY84HY8G,United States,59,33,44,189460
2016-03-20 03:21:00,robo-meter-gauge-189461zaMSfHBM,United States,72,18,21,189461
2016-03-20 03:21:00,robo-sensor-pad-189462gu8gh,United States,90,14,73,189462
2016-03-20 03:21:00,robo-meter-gauge-1894632Nzj3NjDzr,Republic of Korea,77,31,28,189463
2016-03-20 03:21:00,robo-sensor-pad-189464SvbhZZV,United Kingdom,87,11,66,189464
2016-03-20 03:21:00,robo-device-mac-189465FmEBh8e4v,United States,82,13,4,189465
2016-03-20 03:21:00,robo-sensor-pad-189466tZOdV,United States,71,34,0,189466
2016-03-20 03:21:00,robo-meter-gauge-1894677BBAq,United States,25,34,88,189467
2016-03-20 03:21:00,robo-sensor-pad-1894682ZRsotyV,Brazil,53,34,49,189468
2016-03-20 03:21:00,robo-meter-gauge-189469JpzPa,Canada,94,20,44,189469
2016-03-20 03:21:00,robo-sensor-pad-189470sontU,United States,85,27,37,189470
2016-03-20 03:21:00,robo-device-mac-1894715GeFhkXDVB,China,68,33,57,189471
2016-03-20 03:21:00,robo-sensor-pad-18947230fnt7,Republic of Korea,56,31,26,189472
2016-03-20 03:21:00,robo-meter-gauge-189473dCgAUy,Botswana,92,30,92,189473
2016-03-20 03:21:00,robo-sensor-pad-189474vLhGP6lJp,,35,21,6,189474
2016-03-20 03:21:00,robo-therm-stick-189475nBzVvX,Saint Kitts and Nevis,80,17,82,189475
2016-03-20 03:21:00,robo-sensor-pad-189476AYTG0PE5,Brazil,50,27,94,189476
2016-03-20 03:21:00,robo-device-mac-189477PiQRFV,Germany,58,20,45,189477
2016-03-20 03:21:00,robo-sensor-pad-189478qpBH3WtHT,Sweden,78,25,87,189478
2016-03-20 03:21:00,robo-meter-gauge-189479KPuE9,United States,64,22,73,189479
2016-03-20 03:21:00,robo-sensor-pad-189480imG4wp,United States,36,14,24,189480
2016-03-20 03:21:00,robo-meter-gauge-1894818u1xy,Japan,92,31,34,189481
2016-03-20 03:21:00,robo-sensor-pad-18948280dIva,Japan,46,10,14,189482
2016-03-20 03:21:00,robo-device-mac-189483LRGXI8h5X,Germany,61,21,96,189483
2016-03-20 03:21:00,robo-sensor-pad-189484DC9NjvP,United States,82,14,16,189484
2016-03-20 03:21:00,robo-therm-stick-189485fFsM0JkQo,China,81,33,90,189485
2016-03-20 03:21:00,robo-sensor-pad-189486LksSt,China,80,16,53,189486
2016-03-20 03:21:00,robo-meter-gauge-18948799Do9iAd5Q,Germany,96,25,77,189487
2016-03-20 03:21:00,robo-sensor-pad-189488mwik7xxZn,Japan,45,19,73,189488
2016-03-20 03:21:00,robo-device-mac-189489zcSE0cJjiC,Greece,42,32,25,189489
2016-03-20 03:21:00,robo-sensor-pad-189490CtyfiNkON,Germany,39,17,68,189490
2016-03-20 03:21:00,robo-meter-gauge-189491Cjxjw15,United States,67,31,6,189491
2016-03-20 03:21:00,robo-sensor-pad-189492nLV6DWs,Russia,84,21,55,189492
2016-03-20 03:21:00,robo-meter-gauge-189493ncf42,United States,57,23,30,189493
2016-03-20 03:21:00,robo-sensor-pad-189494BPkI3fcKl5,Mexico,55,32,6,189494
2016-03-20 03:21:00,robo-device-mac-189495Nj2IGGpD,Bermuda,92,12,82,189495
2016-03-20 03:21:00,robo-sensor-pad-189496FQRQg87iv,France,82,22,12,189496
2016-03-20 03:21:00,robo-meter-gauge-189497wFWxLpR,Greece,30,25,88,189497
2016-03-20 03:21:00,robo-sensor-pad-189498plmoisvljG,Japan,89,18,44,189498
2016-03-20 03:21:00,robo-meter-gauge-189499wronhY,China,93,11,14,189499
2016-03-20 03:21:00,robo-sensor-pad-189500aChRs,Republic of Korea,73,28,99,189500
2016-03-20 03:21:00,robo-device-mac-189501WCBwd8,Romania,79,18,45,189501
2016-03-20 03:21:00,robo-sensor-pad-1895027Wc6i,United States,28,28,84,189502
2016-03-20 03:21:00,robo-meter-gauge-189503fUo2Fy,United States,89,22,27,189503
2016-03-20 03:21:00,robo-sensor-pad-189504SPasfOEWd,United States,45,26,50,189504
2016-03-20 03:21:00,robo-therm-stick-18950575uky,France,83,14,15,189505
2016-03-20 03:21:00,robo-sensor-pad-1895068QrxHH,United States,25,26,39,189506
2016-03-20 03:21:00,robo-device-mac-189507Ezy2Yi,Argentina,48,25,2,189507
2016-03-20 03:21:00,robo-sensor-pad-189508P4jujJ7yDA,Canada,38,14,21,189508
2016-03-20 03:21:00,robo-meter-gauge-189509DKcep7bt8,Mexico,79,16,32,189509
2016-03-20 03:21:00,robo-sensor-pad-189510NkKzPrqzr,,48,15,5,189510
2016-03-20 03:21:00,robo-meter-gauge-189511gZSL8l,Germany,99,10,68,189511
2016-03-20 03:21:00,robo-sensor-pad-189512sMBUTRDGk,United States,47,14,92,189512
2016-03-20 03:21:00,robo-device-mac-189513PcDkg,United States,58,18,12,189513
2016-03-20 03:21:00,robo-sensor-pad-189514KC2aD5rT,Mexico,92,29,11,189514
2016-03-20 03:21:00,robo-therm-stick-189515cymvW,United States,87,11,57,189515
2016-03-20 03:21:00,robo-sensor-pad-189516VlZQvZjh,Republic of Korea,46,33,16,189516
2016-03-20 03:21:00,robo-meter-gauge-189517gz03LwO,United States,60,16,25,189517
2016-03-20 03:21:00,robo-sensor-pad-189518F8Z8fT,China,98,29,16,189518
2016-03-20 03:21:00,robo-device-mac-189519cxuJtCEK,United States,67,26,56,189519
2016-03-20 03:21:00,robo-sensor-pad-189520Zj6sfIB6,Japan,33,29,54,189520
2016-03-20 03:21:00,robo-meter-gauge-189521qbJHcKC9F,United Kingdom,58,13,20,189521
2016-03-20 03:21:00,robo-sensor-pad-18952202aaYac,United States,82,28,85,189522
2016-03-20 03:21:00,robo-meter-gauge-189523Z62O445g,China,76,27,19,189523
2016-03-20 03:21:00,robo-sensor-pad-189524pHpTb1KN,United States,65,16,10,189524
2016-03-20 03:21:00,robo-device-mac-189525AoU8N484S,Republic of Korea,83,21,27,189525
2016-03-20 03:21:00,robo-sensor-pad-189526WgIN7rC,United States,73,24,59,189526
2016-03-20 03:21:00,robo-meter-gauge-1895275LO0EnmPY,Canada,88,19,48,189527
2016-03-20 03:21:00,robo-sensor-pad-18952803zf1hx,United States,28,29,18,189528
2016-03-20 03:21:00,robo-meter-gauge-189529RQMcD,China,52,25,33,189529
2016-03-20 03:21:00,robo-sensor-pad-189530Wgz9kHppZ,Canada,39,16,50,189530
2016-03-20 03:21:00,robo-device-mac-189531P2KAf2E,United States,84,19,30,189531
2016-03-20 03:21:00,robo-sensor-pad-189532url05AtBxM,United States,93,20,71,189532
2016-03-20 03:21:00,robo-meter-gauge-189533vcL7oXCZCw,China,44,25,98,189533
2016-03-20 03:21:00,robo-sensor-pad-189534clnaWbhOG,United States,97,29,53,189534
2016-03-20 03:21:00,robo-therm-stick-189535MXZ959,United States,86,14,72,189535
2016-03-20 03:21:00,robo-sensor-pad-189536eh9EFM3I,Japan,34,11,99,189536
2016-03-20 03:21:00,robo-device-mac-189537V2gUVQb3Cy,Israel,44,18,49,189537
2016-03-20 03:21:00,robo-sensor-pad-189538sn5GYoQoX,United States,83,12,15,189538
2016-03-20 03:21:00,robo-meter-gauge-189539OXL4CMNB,Canada,26,16,19,189539
2016-03-20 03:21:00,robo-sensor-pad-1895406gq0OFwB9,United States,57,16,53,189540
2016-03-20 03:21:00,robo-meter-gauge-189541ul4pZV,United States,74,14,1,189541
2016-03-20 03:21:00,robo-sensor-pad-189542MilBt1Q,Republic of Korea,90,15,18,189542
2016-03-20 03:21:00,robo-device-mac-189543uywctdJ3k7,China,70,12,14,189543
2016-03-20 03:21:00,robo-sensor-pad-189544ygOKO,Argentina,25,17,32,189544
2016-03-20 03:21:00,robo-therm-stick-189545oIqfX4dtmj,United States,47,20,1,189545
2016-03-20 03:21:00,robo-sensor-pad-189546H0d1lIw6Hv,Taiwan,78,23,91,189546
2016-03-20 03:21:00,robo-meter-gauge-189547QwjP3,United States,34,26,65,189547
2016-03-20 03:21:00,robo-sensor-pad-189548AMy6Xi,France,49,16,12,189548
2016-03-20 03:21:00,robo-device-mac-1895498VUXn,Czech Republic,40,11,86,189549
2016-03-20 03:21:00,robo-sensor-pad-189550Y0GiGA7yMc,United States,27,13,60,189550
2016-03-20 03:21:00,robo-meter-gauge-189551Jb39nyTAEB,Russia,38,23,39,189551
2016-03-20 03:21:00,robo-sensor-pad-189552nvGj2,United States,70,34,4,189552
2016-03-20 03:21:00,robo-meter-gauge-189553WvWzi,Denmark,43,22,58,189553
2016-03-20 03:21:00,robo-sensor-pad-1895542IRPsZhoNv,United States,68,26,65,189554
2016-03-20 03:21:00,robo-device-mac-189555tns3V,United States,99,27,31,189555
2016-03-20 03:21:00,robo-sensor-pad-189556wcWjA3jo,Japan,47,30,97,189556
2016-03-20 03:21:00,robo-meter-gauge-189557XGKmmGV,United States,66,20,45,189557
2016-03-20 03:21:00,robo-sensor-pad-189558te8GgE1ni4,United States,52,17,21,189558
2016-03-20 03:21:00,robo-meter-gauge-189559zdCo2,United States,71,19,95,189559
2016-03-20 03:21:00,robo-sensor-pad-1895608x0CuT30jd,,70,26,78,189560
2016-03-20 03:21:00,robo-device-mac-189561VVvZK,Russia,29,26,32,189561
2016-03-20 03:21:00,robo-sensor-pad-1895620cqFTQPv,United States,25,31,46,189562
2016-03-20 03:21:00,robo-meter-gauge-189563wF92nGcH,United States,94,21,35,189563
2016-03-20 03:21:00,robo-sensor-pad-189564GHhZvb78j3,United States,99,12,30,189564
2016-03-20 03:21:00,robo-therm-stick-189565Iewkx2CmDR,Hong Kong,60,15,96,189565
2016-03-20 03:21:00,robo-sensor-pad-189566kYXvF,Honduras,94,18,26,189566
2016-03-20 03:21:00,robo-device-mac-189567qZRhxFG,Romania,94,26,90,189567
2016-03-20 03:21:00,robo-sensor-pad-1895686n91MTnZm,Germany,98,29,42,189568
2016-03-20 03:21:00,robo-meter-gauge-189569b3VVb7,Republic of Lithuania,53,26,7,189569
2016-03-20 03:21:00,robo-sensor-pad-189570vs2gn,South Africa,79,20,14,189570
2016-03-20 03:21:00,robo-meter-gauge-1895711okcNqm9S2,United States,34,15,69,189571
2016-03-20 03:21:00,robo-sensor-pad-189572ogk2DvLbR,Spain,57,29,15,189572
2016-03-20 03:21:00,robo-device-mac-189573WLobhJO4c,United States,62,23,30,189573
2016-03-20 03:21:00,robo-sensor-pad-189574g11C2hpQb,Turkey,85,25,63,189574
2016-03-20 03:21:00,robo-therm-stick-189575WAJSCwY8,United States,37,33,40,189575
2016-03-20 03:21:00,robo-sensor-pad-189576L0QUAdY1xP,China,96,24,96,189576
2016-03-20 03:21:00,robo-meter-gauge-189577srSrTTaNTX,Canada,92,13,2,189577
2016-03-20 03:21:00,robo-sensor-pad-189578d5VH6l,Bulgaria,88,18,72,189578
2016-03-20 03:21:00,robo-device-mac-189579on6FuyCNs,United Kingdom,46,13,88,189579
2016-03-20 03:21:00,robo-sensor-pad-189580w50NLhvE,United States,88,29,19,189580
2016-03-20 03:21:00,robo-meter-gauge-189581F3MpX,United States,80,31,22,189581
2016-03-20 03:21:00,robo-sensor-pad-1895825sxypk,Brazil,46,17,46,189582
2016-03-20 03:21:00,robo-meter-gauge-1895838BVTqE,United States,33,33,23,189583
2016-03-20 03:21:00,robo-sensor-pad-189584JHq6lQ91,Switzerland,25,14,23,189584
2016-03-20 03:21:00,robo-device-mac-189585OUoQww,United States,81,20,80,189585
2016-03-20 03:21:00,robo-sensor-pad-189586zq3qIMp,Colombia,49,13,94,189586
2016-03-20 03:21:00,robo-meter-gauge-189587CNbZKFlm,United States,80,28,4,189587
2016-03-20 03:21:00,robo-sensor-pad-189588MgSQe,Canada,83,27,26,189588
2016-03-20 03:21:00,robo-meter-gauge-189589Sf3TWu,Switzerland,88,33,86,189589
2016-03-20 03:21:00,robo-sensor-pad-189590pIPIPFal,Iceland,59,13,24,189590
2016-03-20 03:21:00,robo-device-mac-189591pWRSLx1qF0,United States,60,11,85,189591
2016-03-20 03:21:00,robo-sensor-pad-1895920yvZZ,United States,47,21,88,189592
2016-03-20 03:21:00,robo-meter-gauge-189593InjFuD,Slovak Republic,98,14,62,189593
2016-03-20 03:21:00,robo-sensor-pad-189594o1UFPS6Vr,United States,50,31,20,189594
2016-03-20 03:21:00,robo-therm-stick-1895953MSWRCxmHi,United States,88,22,54,189595
2016-03-20 03:21:00,robo-sensor-pad-189596FicjTi,Canada,71,13,72,189596
2016-03-20 03:21:00,robo-device-mac-1895976HzplqFb9,Canada,86,32,97,189597
2016-03-20 03:21:00,robo-sensor-pad-189598X0bGv9rjUV,United States,60,13,4,189598
2016-03-20 03:21:00,robo-meter-gauge-189599NTzIiVO,China,35,32,13,189599
2016-03-20 03:21:00,robo-sensor-pad-189600EMPMP,Canada,34,20,50,189600
2016-03-20 03:21:00,robo-meter-gauge-189601OxLFbecRu,United States,45,22,46,189601
2016-03-20 03:21:00,robo-sensor-pad-189602OxnejYcxj,United States,73,17,75,189602
2016-03-20 03:21:00,robo-device-mac-189603Lbu295vseJ,United States,97,34,56,189603
2016-03-20 03:21:00,robo-sensor-pad-189604WhKTsaUwO,United States,52,17,81,189604
2016-03-20 03:21:00,robo-therm-stick-189605FDqWH,United States,40,23,52,189605
2016-03-20 03:21:00,robo-sensor-pad-189606ROXeBt6,Czech Republic,56,18,52,189606
2016-03-20 03:21:00,robo-meter-gauge-189607uPBoMp,Nicaragua,99,17,12,189607
2016-03-20 03:21:00,robo-sensor-pad-189608iE9z5a,United Kingdom,33,21,95,189608
2016-03-20 03:21:00,robo-device-mac-189609VIOGW7W9la,United States,48,25,0,189609
2016-03-20 03:21:00,robo-sensor-pad-189610DF5tFzp8lC,United States,29,24,50,189610
2016-03-20 03:21:00,robo-meter-gauge-189611z3Blo,United States,81,12,52,189611
2016-03-20 03:21:00,robo-sensor-pad-189612vJF1S2o,United States,86,18,68,189612
2016-03-20 03:21:00,robo-meter-gauge-189613u1aix,Japan,97,23,39,189613
2016-03-20 03:21:00,robo-sensor-pad-189614E33OTHJN,Germany,77,17,95,189614
2016-03-20 03:21:00,robo-device-mac-189615BiiCa8Npl,Republic of Korea,72,22,93,189615
2016-03-20 03:21:00,robo-sensor-pad-189616AECSerR,United States,34,34,32,189616
2016-03-20 03:21:00,robo-meter-gauge-189617S4epm0WdF,Poland,94,33,82,189617
2016-03-20 03:21:00,robo-sensor-pad-1896186KGFwNVOjE,Switzerland,42,16,57,189618
2016-03-20 03:21:00,robo-meter-gauge-189619N0wIu1bz,Taiwan,69,21,17,189619
2016-03-20 03:21:00,robo-sensor-pad-189620by6GYX3,United States,57,15,3,189620
2016-03-20 03:21:00,robo-device-mac-189621CLukfWO,Japan,47,17,36,189621
2016-03-20 03:21:00,robo-sensor-pad-189622tuoQX,Italy,83,31,98,189622
2016-03-20 03:21:00,robo-meter-gauge-189623hcOxj,Japan,83,33,0,189623
2016-03-20 03:21:00,robo-sensor-pad-1896240mVKGN,United States,71,18,65,189624
2016-03-20 03:21:00,robo-therm-stick-189625leYOf,France,39,11,20,189625
2016-03-20 03:21:00,robo-sensor-pad-189626o14eT,Denmark,59,25,62,189626
2016-03-20 03:21:00,robo-device-mac-1896274g1ffHm9b0,United States,73,21,66,189627
2016-03-20 03:21:00,robo-sensor-pad-189628dAP4rt,United States,92,34,25,189628
2016-03-20 03:21:00,robo-meter-gauge-189629QkUpe,United States,91,15,23,189629
2016-03-20 03:21:00,robo-sensor-pad-189630j8vZ6H,United States,44,32,92,189630
2016-03-20 03:21:00,robo-meter-gauge-189631q2ITGVV4,Egypt,90,24,19,189631
2016-03-20 03:21:00,robo-sensor-pad-189632Dl9sZi,China,69,30,5,189632
2016-03-20 03:21:00,robo-device-mac-18963301gXmZt,Germany,94,28,7,189633
2016-03-20 03:21:00,robo-sensor-pad-189634Zk7q7dyq,Netherlands,27,31,97,189634
2016-03-20 03:21:00,robo-therm-stick-1896358LuEh,Canada,76,24,55,189635
2016-03-20 03:21:00,robo-sensor-pad-189636TIydfkucB,United States,82,11,79,189636
2016-03-20 03:21:00,robo-meter-gauge-189637httYceDlQQ,Poland,70,25,71,189637
2016-03-20 03:21:00,robo-sensor-pad-189638x9siDiurNp,China,91,17,36,189638
2016-03-20 03:21:00,robo-device-mac-189639kWNlKlO7d,United States,82,14,22,189639
2016-03-20 03:21:00,robo-sensor-pad-189640pDxpma1g,France,74,34,64,189640
2016-03-20 03:21:00,robo-meter-gauge-189641QmOzQeZ,United States,91,28,18,189641
2016-03-20 03:21:00,robo-sensor-pad-189642606sB,Romania,55,21,96,189642
2016-03-20 03:21:00,robo-meter-gauge-189643XX1l0X,Japan,72,31,42,189643
2016-03-20 03:21:00,robo-sensor-pad-189644Pn1pniThgv,Germany,53,29,7,189644
2016-03-20 03:21:00,robo-device-mac-189645957CW73Y,Japan,74,27,19,189645
2016-03-20 03:21:00,robo-sensor-pad-189646r8a89Y,Germany,74,30,37,189646
2016-03-20 03:21:00,robo-meter-gauge-189647hpbJD,South Africa,48,17,87,189647
2016-03-20 03:21:00,robo-sensor-pad-189648LgRn4kgR,Canada,53,21,90,189648
2016-03-20 03:21:00,robo-meter-gauge-189649Bj3B80,United States,86,11,4,189649
2016-03-20 03:21:00,robo-sensor-pad-189650RhRlvD1q1h,United Kingdom,31,31,57,189650
2016-03-20 03:21:00,robo-device-mac-1896515ojRr,Denmark,61,11,69,189651
2016-03-20 03:21:00,robo-sensor-pad-189652mfVpgh,China,28,21,42,189652
2016-03-20 03:21:00,robo-meter-gauge-189653NC8lG3Jc,Republic of Korea,87,19,62,189653
2016-03-20 03:21:00,robo-sensor-pad-189654e9pAh4,Japan,75,24,78,189654
2016-03-20 03:21:00,robo-therm-stick-189655j00AjS,Israel,46,32,87,189655
2016-03-20 03:21:00,robo-sensor-pad-189656izUWtetRpf,China,29,30,89,189656
2016-03-20 03:21:00,robo-device-mac-189657NCePD5J,Canada,58,21,36,189657
2016-03-20 03:21:00,robo-sensor-pad-1896589U2HgJbr,Norway,66,30,11,189658
2016-03-20 03:21:00,robo-meter-gauge-189659LaDeak,United States,60,18,43,189659
2016-03-20 03:21:00,robo-sensor-pad-189660ll5ol3nz,United States,75,28,68,189660
2016-03-20 03:21:00,robo-meter-gauge-189661bdo50Gg,United States,88,25,66,189661
2016-03-20 03:21:00,robo-sensor-pad-189662ON7UF,United States,25,27,82,189662
2016-03-20 03:21:00,robo-device-mac-189663Jmu4IW,United States,94,15,36,189663
2016-03-20 03:21:00,robo-sensor-pad-189664aVZ6TV3fAL,United States,40,10,47,189664
2016-03-20 03:21:00,robo-therm-stick-189665Vrweq,Republic of Korea,33,12,33,189665
2016-03-20 03:21:00,robo-sensor-pad-189666pegd24sn,Republic of Korea,79,29,68,189666
2016-03-20 03:21:00,robo-meter-gauge-189667elMdce,United States,92,25,84,189667
2016-03-20 03:21:00,robo-sensor-pad-189668nJHJBtFV2,United States,61,17,74,189668
2016-03-20 03:21:00,robo-device-mac-189669FBbyk,United States,98,34,91,189669
2016-03-20 03:21:00,robo-sensor-pad-189670bacLf,United States,94,28,4,189670
2016-03-20 03:21:00,robo-meter-gauge-189671aymrs1P,United States,25,32,99,189671
2016-03-20 03:21:00,robo-sensor-pad-189672aR6DC7,United States,88,33,13,189672
2016-03-20 03:21:00,robo-meter-gauge-189673lGpjL,United States,41,33,60,189673
2016-03-20 03:21:00,robo-sensor-pad-189674FtrCv,India,28,24,19,189674
2016-03-20 03:21:00,robo-device-mac-189675pwupKibxOh,United States,54,14,21,189675
2016-03-20 03:21:00,robo-sensor-pad-189676wXW6X,United States,88,13,2,189676
2016-03-20 03:21:00,robo-meter-gauge-189677n034p7I,Republic of Korea,62,34,27,189677
2016-03-20 03:21:00,robo-sensor-pad-18967848ob6aQd,Spain,65,24,49,189678
2016-03-20 03:21:00,robo-meter-gauge-189679wSjihPu,Japan,33,21,62,189679
2016-03-20 03:21:00,robo-sensor-pad-189680V9iWI48aBC,United States,96,30,45,189680
2016-03-20 03:21:00,robo-device-mac-189681oXYW6bzqI,China,92,27,12,189681
2016-03-20 03:21:00,robo-sensor-pad-189682K55dLSrsQ,Japan,54,11,66,189682
2016-03-20 03:21:00,robo-meter-gauge-189683ZrHU7zv,United States,93,17,51,189683
2016-03-20 03:21:00,robo-sensor-pad-189684gbQmn4,United States,52,18,60,189684
2016-03-20 03:21:00,robo-therm-stick-189685k8Rqn6bV,Russia,89,15,94,189685
2016-03-20 03:21:00,robo-sensor-pad-189686N8mKDKmHuj,United Kingdom,25,31,73,189686
2016-03-20 03:21:00,robo-device-mac-189687InVpQTxM15,Canada,71,16,73,189687
2016-03-20 03:21:00,robo-sensor-pad-1896880xXqY,United States,44,31,44,189688
2016-03-20 03:21:00,robo-meter-gauge-1896890Qqmlh65h,United States,65,32,62,189689
2016-03-20 03:21:00,robo-sensor-pad-189690lNBkFI,Ukraine,39,17,77,189690
2016-03-20 03:21:00,robo-meter-gauge-189691lt9Vo,United States,59,34,64,189691
2016-03-20 03:21:00,robo-sensor-pad-1896923IevK4P,Brazil,88,18,22,189692
2016-03-20 03:21:00,robo-device-mac-189693uGTRbn,Japan,27,20,49,189693
2016-03-20 03:21:00,robo-sensor-pad-189694yohQcBlg,United States,76,15,17,189694
2016-03-20 03:21:00,robo-therm-stick-189695Dsbmb,Canada,30,10,69,189695
2016-03-20 03:21:00,robo-sensor-pad-1896960qswYjyD,Republic of Lithuania,53,11,99,189696
2016-03-20 03:21:00,robo-meter-gauge-1896974T18lQdo,United States,81,33,1,189697
2016-03-20 03:21:00,robo-sensor-pad-189698Xa5aHYZUgs,United States,29,19,3,189698
2016-03-20 03:21:00,robo-device-mac-189699s5Tbb46TkC,United States,90,31,29,189699
2016-03-20 03:21:00,robo-sensor-pad-1897006zEPZ0,United States,84,18,24,189700
2016-03-20 03:21:00,robo-meter-gauge-189701UBvqTQ9z,France,58,26,67,189701
2016-03-20 03:21:00,robo-sensor-pad-1897029Q7hqz,Suriname,68,33,68,189702
2016-03-20 03:21:00,robo-meter-gauge-189703a8yslGoo4,Slovenia,37,22,14,189703
2016-03-20 03:21:00,robo-sensor-pad-189704wJ3d1ssQq,United States,50,10,38,189704
2016-03-20 03:21:00,robo-device-mac-189705m0fCQ5,Germany,33,20,31,189705
2016-03-20 03:21:00,robo-sensor-pad-189706vxPmqVOq5e,United States,87,33,26,189706
2016-03-20 03:21:00,robo-meter-gauge-1897074ibL2elNv,Germany,25,22,94,189707
2016-03-20 03:21:00,robo-sensor-pad-189708phccQ2sl,Poland,50,10,72,189708
2016-03-20 03:21:00,robo-meter-gauge-189709Idy4hDtZ4,Republic of Korea,32,21,88,189709
2016-03-20 03:21:00,robo-sensor-pad-189710kEZon,Russia,82,32,64,189710
2016-03-20 03:21:00,robo-device-mac-189711Y3SYQUf8kz,Japan,77,15,70,189711
2016-03-20 03:21:00,robo-sensor-pad-189712r8LiZ7Vx,United States,44,18,76,189712
2016-03-20 03:21:00,robo-meter-gauge-189713ileN0dbcDq,United Kingdom,94,18,9,189713
2016-03-20 03:21:00,robo-sensor-pad-189714wWAxFMO,United States,59,16,20,189714
2016-03-20 03:21:00,robo-therm-stick-1897158QATvuNJz,Russia,84,11,25,189715
2016-03-20 03:21:00,robo-sensor-pad-1897169IIKYbHMAt,Russia,46,19,13,189716
2016-03-20 03:21:00,robo-device-mac-1897174nUI4Zi,Taiwan,44,11,72,189717
2016-03-20 03:21:00,robo-sensor-pad-189718IuTCDylv6,Japan,56,11,63,189718
2016-03-20 03:21:00,robo-meter-gauge-189719xiWEsu9Mk,China,76,26,67,189719
2016-03-20 03:21:00,robo-sensor-pad-189720VbcGaYEq3,Germany,30,14,90,189720
2016-03-20 03:21:00,robo-meter-gauge-189721HPlZhNrjit,United States,47,16,43,189721
2016-03-20 03:21:00,robo-sensor-pad-1897229Yz83XAM,India,59,23,48,189722
2016-03-20 03:21:00,robo-device-mac-189723kANcd,United Kingdom,94,29,78,189723
2016-03-20 03:21:00,robo-sensor-pad-189724vwqF81fEv,Spain,76,16,44,189724
2016-03-20 03:21:00,robo-therm-stick-189725Pj9cab,United States,50,31,66,189725
2016-03-20 03:21:00,robo-sensor-pad-189726npYaE,France,40,26,60,189726
2016-03-20 03:21:00,robo-meter-gauge-189727Ec2o5lNH,Japan,61,30,66,189727
2016-03-20 03:21:00,robo-sensor-pad-189728sJsLv0ivi0,United States,98,20,11,189728
2016-03-20 03:21:00,robo-device-mac-189729v8DnEd,United Kingdom,40,17,23,189729
2016-03-20 03:21:00,robo-sensor-pad-189730uSoOPLKW,Costa Rica,45,13,8,189730
2016-03-20 03:21:00,robo-meter-gauge-189731FA8veQav,China,90,26,31,189731
2016-03-20 03:21:00,robo-sensor-pad-189732OrMcrIIxH,China,98,17,56,189732
2016-03-20 03:21:00,robo-meter-gauge-1897333XKrAb,Sweden,31,30,49,189733
2016-03-20 03:21:00,robo-sensor-pad-189734LBuzjm4W,Sweden,39,10,35,189734
2016-03-20 03:21:00,robo-device-mac-189735eFTca4kfv,Israel,33,27,91,189735
2016-03-20 03:21:00,robo-sensor-pad-1897369TKwbTJ,Guam,71,32,52,189736
2016-03-20 03:21:00,robo-meter-gauge-189737ZIGQj,Latvia,26,19,16,189737
2016-03-20 03:21:00,robo-sensor-pad-18973878FISoM,Spain,82,32,27,189738
2016-03-20 03:21:00,robo-meter-gauge-189739DRFmH,Hong Kong,47,33,21,189739
2016-03-20 03:21:00,robo-sensor-pad-189740SQkyXV,United States,36,11,67,189740
2016-03-20 03:21:00,robo-device-mac-189741r5voW2Gf8,Hong Kong,51,26,2,189741
2016-03-20 03:21:00,robo-sensor-pad-189742YE7KihBwY5,United States,41,20,19,189742
2016-03-20 03:21:00,robo-meter-gauge-1897439x7XJi9Tb,Norway,60,12,93,189743
2016-03-20 03:21:00,robo-sensor-pad-189744KGYd92,India,31,23,72,189744
2016-03-20 03:21:00,robo-therm-stick-189745txZT31eR,United States,56,29,54,189745
2016-03-20 03:21:00,robo-sensor-pad-189746L3TJ1,China,38,25,88,189746
2016-03-20 03:21:00,robo-device-mac-189747LCbD66,United States,98,28,94,189747
2016-03-20 03:21:00,robo-sensor-pad-189748ihJaqa,United States,71,13,90,189748
2016-03-20 03:21:00,robo-meter-gauge-189749R9VDxZ0Q9,United States,75,19,29,189749
2016-03-20 03:21:00,robo-sensor-pad-18975084FEZE,United States,76,34,62,189750
2016-03-20 03:21:00,robo-meter-gauge-189751BV6BE,Canada,70,10,73,189751
2016-03-20 03:21:00,robo-sensor-pad-1897524b3xXv1,United States,55,23,60,189752
2016-03-20 03:21:00,robo-device-mac-189753mkTAdkEr,United States,71,17,64,189753
2016-03-20 03:21:00,robo-sensor-pad-189754acNGsBCbJB,Canada,65,23,10,189754
2016-03-20 03:21:00,robo-therm-stick-1897555uAbA,Bosnia and Herzegovina,95,14,88,189755
2016-03-20 03:21:00,robo-sensor-pad-1897561X0xQH,Australia,90,31,76,189756
