battery_level,c02_level,cca2,cca3,cn,device_id,device_name,humidity,ip,latitude,lcd,longitude,scale,temp,timestamp
4,929,RU,RUS,Russia,159569,meter-gauge-159569pHQ8W52,57,62.117.100.174,55.75,green,37.62,Celsius,18,1458444060080
0,902,US,USA,United States,159570,sensor-pad-159570aQFqJiJ,58,208.69.232.62,38.69,green,-76.61,Celsius,30,1458444060080
8,1105,US,USA,United States,159571,meter-gauge-159571vjIM3K6,42,198.71.64.10,42.51,yellow,-71.2,Celsius,18,1458444060080
8,1258,KR,KOR,Republic of Korea,159572,sensor-pad-159572AOxZV,59,218.157.145.1,37.57,yellow,126.98,Celsius,16,1458444060080
4,1279,JP,JPN,Japan,159573,device-mac-159573WgglQ,58,59.128.106.200,35.69,yellow,139.69,Celsius,34,1458444060080
8,952,US,USA,,159574,sensor-pad-159574rtWNkidY,89,202.147.1.49,35.0,green,105.0,Celsius,10,1458444060080
3,1299,MY,MYS,Malaysia,159575,therm-stick-159575j0l8gB7pyY,61,210.19.2.177,3.08,yellow,101.53,Celsius,26,1458444060080
0,1440,US,USA,United States,159576,sensor-pad-1595760PdpYHTGs,69,216.243.196.42,41.58,red,-93.63,Celsius,22,1458444060080
4,1279,JP,JPN,Japan,159577,meter-gauge-159577C2Sqq1Lh8,98,211.121.169.145,35.69,yellow,139.69,Celsius,24,1458444060080
0,1565,CN,CHN,China,159578,sensor-pad-159578f7xDVbh,99,60.28.120.49,39.14,red,117.18,Celsius,32,1458444060080
6,1130,CN,CHN,China,159579,device-mac-159579CCN5FowEeb,32,218.108.254.65,30.29,yellow,120.16,Celsius,27,1458444060080
0,1182,US,USA,United States,159580,sensor-pad-159580no6yuj,58,68.50.186.1,39.73,yellow,-85.89,Celsius,17,1458444060080
3,1154,CA,CAN,Canada,159581,meter-gauge-159581E026trsb,79,130.15.192.19,44.3,yellow,-76.43,Celsius,21,1458444060080
6,1131,US,USA,United States,159582,sensor-pad-159582ok4U747,60,66.232.57.216,25.78,yellow,-80.18,Celsius,32,1458444060080
7,917,JP,JPN,Japan,159583,meter-gauge-159583EeKa3qehR,37,222.227.6.9,35.69,green,139.69,Celsius,32,1458444060080
2,1334,US,USA,United States,159584,sensor-pad-159584Gklsay,93,216.237.120.11,37.33,yellow,-121.89,Celsius,11,1458444060080
9,1165,CN,CHN,China,159585,device-mac-159585fniYqSohx,50,61.138.69.246,40.65,yellow,109.82,Celsius,29,1458444060080
0,1436,CA,CAN,Canada,159586,sensor-pad-1595868lAUf,87,168.144.65.221,43.63,red,-79.36,Celsius,31,1458444060080
7,1320,CN,CHN,China,159587,meter-gauge-159587nuQFxEbGfI,80,124.65.242.254,39.93,yellow,116.39,Celsius,27,1458444060080
7,1040,US,USA,United States,159588,sensor-pad-159588lem7cF,97,66.117.218.237,38.0,yellow,-97.0,Celsius,13,1458444060080
1,1599,US,USA,United States,159589,meter-gauge-1595897lykRM,26,38.20.53.114,38.0,red,-97.0,Celsius,23,1458444060080
6,1273,US,USA,United States,159590,sensor-pad-159590ha8swIWmxv,98,66.223.104.1,33.75,yellow,-84.39,Celsius,10,1458444060080
6,1202,US,USA,United States,159591,device-mac-159591PhL86T,53,206.223.132.1,37.53,yellow,-122.25,Celsius,26,1458444060080
0,1536,TR,TUR,Turkey,159592,sensor-pad-159592lpLYMAVE,32,62.244.225.29,41.01,red,28.95,Celsius,24,1458444060080
7,839,KR,KOR,Republic of Korea,159593,meter-gauge-1595936d21CD,61,218.235.58.1,37.57,green,126.98,Celsius,18,1458444060080
9,913,KR,KOR,Republic of Korea,159594,sensor-pad-159594XOseF,43,58.235.26.1,37.57,green,126.98,Celsius,28,1458444060080
2,1082,BG,BGR,Bulgaria,159595,therm-stick-159595b2wDWYA43,57,85.14.12.33,42.7,yellow,23.33,Celsius,15,1458444060080
9,1111,GB,GBR,United Kingdom,159596,sensor-pad-159596jT7xfuYMl8,36,84.233.146.153,51.5,yellow,-0.13,Celsius,28,1458444060080
3,806,US,USA,United States,159597,device-mac-159597aZlgx7pkq,80,24.170.64.38,38.0,green,-97.0,Celsius,19,1458444060080
7,972,CA,CAN,Canada,159598,sensor-pad-159598nseFFGYCYL,68,208.98.254.126,51.06,green,-114.12,Celsius,22,1458444060080
9,1214,US,USA,United States,159599,meter-gauge-159599VKztaLdFz,58,149.6.165.210,38.0,yellow,-97.0,Celsius,15,1458444060080
6,1131,JP,JPN,Japan,159600,sensor-pad-159600cX7CRPRbB,46,221.116.206.1,35.69,yellow,139.69,Celsius,33,1458444060080
0,1249,AR,ARG,Argentina,159601,meter-gauge-1596019nX31I2Yvk,51,190.210.110.121,-34.6,yellow,-58.38,Celsius,22,1458444060080
1,1237,CN,CHN,China,159602,sensor-pad-159602YZiXAfb8,41,222.174.193.165,36.67,yellow,117.0,Celsius,10,1458444060080
2,1301,US,USA,United States,159603,device-mac-159603e3G84,68,63.123.65.206,38.0,yellow,-97.0,Celsius,15,1458444060080
1,1076,US,USA,United States,159604,sensor-pad-1596040IzmZ,87,154.54.13.166,38.0,yellow,-97.0,Celsius,22,1458444060081
8,1216,RO,ROU,Romania,159605,therm-stick-159605kC66XjTQ,82,89.36.26.85,46.0,yellow,25.0,Celsius,34,1458444060081
2,1266,US,USA,United States,159606,sensor-pad-159606hZkAJw,44,209.163.108.33,38.99,yellow,-76.55,Celsius,32,1458444060081
1,1310,UA,UKR,Ukraine,159607,meter-gauge-159607Z94aD,32,213.133.160.52,50.43,yellow,30.52,Celsius,14,1458444060081
1,1238,FR,FRA,France,159608,sensor-pad-159608XHKRT,50,194.250.98.254,48.81,yellow,2.23,Celsius,16,1458444060081
7,1439,BR,BRA,Brazil,159609,device-mac-159609UltpZ,47,189.45.193.213,-23.55,red,-46.64,Celsius,14,1458444060081
6,1049,US,USA,United States,159610,sensor-pad-159610MCy1PA,90,209.251.18.228,39.79,yellow,-83.89,Celsius,22,1458444060081
4,1415,CN,CHN,China,159611,meter-gauge-1596116lOplJV,28,61.175.2.33,29.88,red,121.55,Celsius,10,1458444060081
0,1518,CN,CHN,China,159612,sensor-pad-159612a2xuCC5cuf,38,210.82.12.193,39.93,red,116.39,Celsius,18,1458444060081
0,1460,LV,LVA,Latvia,159613,meter-gauge-159613givbt,49,213.21.199.1,57.0,red,25.0,Celsius,23,1458444060081
2,1312,CN,CHN,China,159614,sensor-pad-159614rrPIU2Y,25,58.50.123.158,30.58,yellow,114.27,Celsius,24,1458444060081
4,860,US,USA,United States,159615,device-mac-159615So42qD51l1,56,24.25.225.178,38.0,green,-97.0,Celsius,10,1458444060081
4,1588,AU,AUS,Australia,159616,sensor-pad-159616pvVe0o,51,114.31.192.203,-27.0,red,133.0,Celsius,10,1458444060081
2,941,CN,CHN,China,159617,meter-gauge-159617HH0ye2b,85,222.45.48.1,39.93,green,116.39,Celsius,24,1458444060081
9,1158,DE,DEU,Germany,159618,sensor-pad-15961892ePpB,68,62.153.182.150,51.0,yellow,9.0,Celsius,33,1458444060081
9,1477,DE,DEU,Germany,159619,meter-gauge-159619BrRkAEkdoA,42,212.112.231.193,51.0,red,9.0,Celsius,19,1458444060081
9,1315,GB,GBR,United Kingdom,159620,sensor-pad-159620rrW6i,40,158.43.150.153,51.5,yellow,-0.13,Celsius,21,1458444060081
6,1380,BR,BRA,Brazil,159621,device-mac-159621yuXCf7DqME,49,189.59.246.130,-23.55,yellow,-46.64,Celsius,22,1458444060081
8,1071,DE,DEU,Germany,159622,sensor-pad-159622nmvp9Ef7n,28,212.114.65.141,48.15,yellow,11.58,Celsius,12,1458444060081
6,1240,US,USA,United States,159623,meter-gauge-159623zgRlc,59,69.182.165.1,38.0,yellow,-97.0,Celsius,29,1458444060081
3,1391,GB,GBR,United Kingdom,159624,sensor-pad-1596246VsNIHJ,96,213.152.245.20,51.51,yellow,-0.09,Celsius,30,1458444060081
2,1467,US,USA,United States,159625,therm-stick-159625OAWjj,46,72.37.108.22,41.29,red,-96.17,Celsius,12,1458444060081
9,899,US,USA,United States,159626,sensor-pad-159626xbXP8X06T,85,66.192.254.53,38.0,green,-97.0,Celsius,32,1458444060081
2,870,RU,RUS,Russia,159627,device-mac-159627rk2ihSX,98,194.85.4.184,59.89,green,30.26,Celsius,22,1458444060081
3,1163,RO,ROU,Romania,159628,sensor-pad-15962862E4OZTHi,66,91.194.93.1,46.0,yellow,25.0,Celsius,10,1458444060081
4,998,CN,CHN,China,159629,meter-gauge-1596290CLgAinGb,79,218.77.150.105,20.05,green,110.34,Celsius,32,1458444060081
1,1480,DE,DEU,Germany,159630,sensor-pad-159630Y3PrTe,44,213.160.27.249,51.0,red,9.0,Celsius,13,1458444060081
5,1309,US,USA,United States,159631,meter-gauge-159631GU9x2,61,65.168.254.97,38.0,yellow,-97.0,Celsius,22,1458444060081
3,1353,US,USA,United States,159632,sensor-pad-159632SeSV8N,97,64.75.235.1,19.93,yellow,-155.8,Celsius,10,1458444060081
1,1468,US,USA,United States,159633,device-mac-159633fAJCIfH0ah,72,130.94.88.156,39.62,red,-104.87,Celsius,11,1458444060082
5,1488,BR,BRA,Brazil,159634,sensor-pad-159634ZomKHf,75,201.87.186.1,-23.55,red,-46.64,Celsius,14,1458444060082
2,1101,US,USA,United States,159635,therm-stick-159635K0lSh,67,216.87.189.1,41.88,yellow,-87.64,Celsius,26,1458444060082
6,1173,US,USA,United States,159636,sensor-pad-159636tluPok76,59,63.92.216.2,38.0,yellow,-97.0,Celsius,21,1458444060082
6,837,MX,MEX,Mexico,159637,meter-gauge-159637BzPIT,41,201.130.0.162,19.05,green,-98.2,Celsius,33,1458444060082
0,1264,US,USA,United States,159638,sensor-pad-159638QC0mrBvlK8,69,216.130.3.162,41.48,yellow,-81.69,Celsius,30,1458444060082
7,941,US,USA,United States,159639,device-mac-159639szwiS,96,63.76.75.125,38.0,green,-97.0,Celsius,25,1458444060082
1,910,KR,KOR,Republic of Korea,159640,sensor-pad-159640hCu8chIBHj,58,219.252.4.109,37.57,green,126.98,Celsius,15,1458444060082
1,872,US,USA,,159641,meter-gauge-1596412V09y0u7,78,80.86.168.177,47.0,green,8.0,Celsius,21,1458444060082
0,1223,RU,RUS,Russia,159642,sensor-pad-159642OuqBq,43,82.151.98.190,50.61,yellow,36.58,Celsius,21,1458444060082
5,868,IT,ITA,Italy,159643,meter-gauge-159643c1ad53sTnE,58,88.45.164.14,42.83,green,12.83,Celsius,23,1458444060082
9,1598,DE,DEU,Germany,159644,sensor-pad-159644pDIruE,99,85.233.35.154,48.15,red,11.58,Celsius,10,1458444060082
2,850,CN,CHN,China,159645,device-mac-159645dvZ1c5,85,218.1.10.210,31.05,green,121.4,Celsius,25,1458444060082
5,1132,CN,CHN,China,159646,sensor-pad-159646fvrBy,35,221.0.69.30,36.67,yellow,117.0,Celsius,23,1458444060082
3,1351,US,USA,United States,159647,meter-gauge-159647qhNgz,88,130.111.19.1,45.0,yellow,-68.63,Celsius,26,1458444060082
0,1041,US,USA,United States,159648,sensor-pad-159648IeQVR0MMFN,99,75.111.8.1,40.8,yellow,-124.15,Celsius,34,1458444060082
8,984,JP,JPN,Japan,159649,meter-gauge-159649xUDtcUiI4,62,60.111.5.1,35.69,green,139.69,Celsius,32,1458444060082
2,1451,US,USA,United States,159650,sensor-pad-159650w6HzMpuV,63,68.178.166.243,33.61,red,-111.89,Celsius,32,1458444060082
5,1163,CA,CAN,Canada,159651,device-mac-159651fCe7lhYd,80,129.128.0.2,53.52,yellow,-113.53,Celsius,31,1458444060082
8,1125,US,USA,United States,159652,sensor-pad-159652hv11A,33,130.81.19.120,38.0,yellow,-97.0,Celsius,31,1458444060082
3,1496,KR,KOR,Republic of Korea,159653,meter-gauge-1596535T3MV2N,69,220.126.133.154,37.57,red,126.98,Celsius,27,1458444060082
0,1564,CH,CHE,Switzerland,159654,sensor-pad-159654BZuJzgV,71,195.186.0.166,47.0,red,8.0,Celsius,23,1458444060082
9,1592,GB,GBR,United Kingdom,159655,therm-stick-159655jexjQwVZ,31,80.4.80.1,51.5,red,-0.13,Celsius,14,1458444060082
2,1143,US,USA,United States,159656,sensor-pad-159656OTurQnZv,97,64.14.192.3,38.65,yellow,-90.53,Celsius,25,1458444060082
7,1346,GB,GBR,United Kingdom,159657,device-mac-159657Zty2wH1,80,195.50.116.9,51.5,yellow,-0.13,Celsius,12,1458444060082
7,1008,TW,TWN,Taiwan,159658,sensor-pad-159658NP3ug,43,58.86.11.221,25.04,yellow,121.53,Celsius,21,1458444060082
4,1490,PK,PAK,Pakistan,159659,meter-gauge-159659wuNzqh,63,202.141.252.1,30.0,red,70.0,Celsius,19,1458444060082
8,830,PL,POL,Poland,159660,sensor-pad-159660n7xbXx4,83,62.141.224.1,50.83,green,20.67,Celsius,17,1458444060082
8,953,GB,GBR,United Kingdom,159661,meter-gauge-159661rdAh3r,37,82.16.4.1,51.5,green,-0.13,Celsius,14,1458444060082
7,1480,HK,HKG,Hong Kong,159662,sensor-pad-159662VMJBbFw,35,182.16.24.1,22.23,red,114.0,Celsius,13,1458444060083
5,1456,US,USA,United States,159663,device-mac-1596639N5H49Jz,58,72.246.194.47,42.36,red,-71.08,Celsius,14,1458444060083
5,1267,RU,RUS,Russia,159664,sensor-pad-159664AK2NmX,84,217.16.31.1,55.75,yellow,37.62,Celsius,27,1458444060083
6,942,RU,RUS,Russia,159665,therm-stick-159665ASvbc,70,62.84.102.167,55.75,green,37.62,Celsius,28,1458444060083
2,1436,GB,GBR,United Kingdom,159666,sensor-pad-159666qPbfaTa,69,80.1.202.73,51.5,red,-0.13,Celsius,31,1458444060083
0,1522,PL,POL,Poland,159667,meter-gauge-159667W6pPotXzP,35,62.233.250.17,52.23,red,21.02,Celsius,10,1458444060083
1,952,AT,AUT,Austria,159668,sensor-pad-159668oC5r1maGz,94,193.138.0.254,48.2,green,16.37,Celsius,25,1458444060083
1,1544,US,USA,United States,159669,device-mac-159669sKa8gTyr0R,91,4.53.200.6,38.0,red,-97.0,Celsius,12,1458444060083
2,1376,CN,CHN,China,159670,sensor-pad-159670AzBkGwWW0,34,61.142.64.125,23.12,yellow,113.25,Celsius,25,1458444060083
3,1151,US,USA,United States,159671,meter-gauge-1596713pypV8pEW,81,206.123.202.70,36.47,yellow,-108.25,Celsius,24,1458444060083
4,1316,DK,DNK,Denmark,159672,sensor-pad-159672pUphM2V9,88,131.165.85.1,55.79,yellow,12.14,Celsius,33,1458444060083
1,1170,US,USA,United States,159673,meter-gauge-1596738Djw4,73,66.165.72.1,38.63,yellow,-90.19,Celsius,27,1458444060083
1,1397,GB,GBR,United Kingdom,159674,sensor-pad-159674wdLLCiQ,34,93.89.90.62,51.5,yellow,-0.13,Celsius,17,1458444060083
0,1210,US,USA,United States,159675,device-mac-159675gz2jEz,80,68.152.155.177,38.0,yellow,-97.0,Celsius,17,1458444060083
4,1050,US,USA,United States,159676,sensor-pad-159676otFrmQ8dP,87,64.124.65.94,41.83,yellow,-87.85,Celsius,34,1458444060083
2,1156,DE,DEU,Germany,159677,meter-gauge-159677u09Vc2JypJ,51,212.227.203.242,51.0,yellow,9.0,Celsius,26,1458444060083
6,998,KR,KOR,Republic of Korea,159678,sensor-pad-159678bdWLbZQm,27,124.46.231.1,35.94,green,126.95,Celsius,28,1458444060083
3,1588,US,USA,United States,159679,meter-gauge-1596793miD9mFKm,87,66.93.174.189,45.45,red,-122.7,Celsius,26,1458444060083
1,1584,DE,DEU,Germany,159680,sensor-pad-159680JVmkq8,57,80.81.203.33,51.0,red,9.0,Celsius,17,1458444060083
3,895,CN,CHN,China,159681,device-mac-159681BDusHhdf,46,221.194.58.158,39.89,green,115.28,Celsius,12,1458444060083
0,1490,FR,FRA,France,159682,sensor-pad-159682G4UFQopnw,99,88.177.0.1,47.8,red,3.57,Celsius,26,1458444060083
5,1422,US,USA,United States,159683,meter-gauge-159683hbQom58J2H,46,24.92.224.9,38.0,red,-97.0,Celsius,31,1458444060083
9,947,US,USA,United States,159684,sensor-pad-159684rLkWar0K,81,198.63.227.2,39.62,green,-104.87,Celsius,13,1458444060083
7,1378,JP,JPN,Japan,159685,therm-stick-1596851UKdI4K,75,122.130.0.169,35.69,yellow,139.75,Celsius,11,1458444060083
4,1198,US,USA,United States,159686,sensor-pad-159686yH2Gprj,44,206.204.120.4,42.65,yellow,-71.17,Celsius,13,1458444060083
0,1099,UA,UKR,Ukraine,159687,device-mac-159687Bey6IRS,99,193.47.85.125,50.45,yellow,30.52,Celsius,34,1458444060083
0,1233,TW,TWN,Taiwan,159688,sensor-pad-159688qrzXRpCRC,97,203.70.94.1,25.04,yellow,121.53,Celsius,10,1458444060083
5,1538,MX,MEX,Mexico,159689,meter-gauge-159689pMgn5MrpJD,53,200.34.170.45,19.43,red,-99.13,Celsius,28,1458444060083
5,1158,RU,RUS,Russia,159690,sensor-pad-159690YwW12FY,60,85.94.19.57,55.75,yellow,37.62,Celsius,20,1458444060083
7,1065,KN,KNA,Saint Kitts and Nevis,159691,meter-gauge-159691C0FIPaWz2H,73,208.70.95.1,17.3,yellow,-62.72,Celsius,13,1458444060083
0,1284,US,USA,United States,159692,sensor-pad-1596920KYAajqiSN,91,64.209.98.105,38.0,yellow,-97.0,Celsius,31,1458444060083
8,1258,KR,KOR,Republic of Korea,159693,device-mac-159693g12Dlz,61,220.82.21.1,37.57,yellow,126.98,Celsius,34,1458444060083
1,1236,DE,DEU,Germany,159694,sensor-pad-159694rBmGL,48,62.214.104.206,51.0,yellow,9.0,Celsius,12,1458444060083
2,1579,CA,CAN,Canada,159695,therm-stick-159695vR8aN,37,64.201.188.126,51.11,red,-114.05,Celsius,19,1458444060084
5,1015,DE,DEU,Germany,159696,sensor-pad-159696gZODcJg,25,212.29.38.194,51.48,yellow,7.5,Celsius,33,1458444060084
3,894,US,USA,United States,159697,meter-gauge-159697RhFgEb8M,98,67.52.16.70,44.35,green,-88.26,Celsius,11,1458444060084
9,1265,IT,ITA,Italy,159698,sensor-pad-159698LAOK6uqRDt,43,193.109.112.4,42.83,yellow,12.83,Celsius,13,1458444060084
5,1317,CN,CHN,China,159699,device-mac-159699ZCkdRGMn,65,221.8.239.85,43.88,yellow,125.32,Celsius,25,1458444060084
6,1516,EE,EST,Estonia,159700,sensor-pad-159700odTIES5,54,80.79.115.73,59.0,red,26.0,Celsius,17,1458444060084
8,811,CA,CAN,Canada,159701,meter-gauge-1597010YUhs,56,64.231.61.1,42.95,green,-81.27,Celsius,29,1458444060084
6,859,BS,BHS,Bahamas,159702,sensor-pad-159702er6yf1,88,24.231.53.1,25.08,green,-77.35,Celsius,33,1458444060084
5,988,US,USA,United States,159703,meter-gauge-1597034BnRnY,50,66.199.253.122,40.66,green,-74.01,Celsius,16,1458444060084
4,1201,NL,NLD,Netherlands,159704,sensor-pad-159704KmgkvBP2,55,213.75.1.46,52.37,yellow,4.9,Celsius,15,1458444060084
3,1245,US,USA,,159705,device-mac-159705L59MPVp,89,216.118.238.182,0.0,yellow,0.0,Celsius,15,1458444060084
0,1463,DE,DEU,Germany,159706,sensor-pad-159706gVlPN,75,212.112.238.1,51.0,red,9.0,Celsius,26,1458444060084
8,1506,JP,JPN,Japan,159707,meter-gauge-159707ahHbfnzoYT,36,210.234.237.204,35.69,red,139.69,Celsius,28,1458444060084
9,1510,KR,KOR,Republic of Korea,159708,sensor-pad-159708LQQ5gOEko,91,211.243.14.1,37.57,red,126.98,Celsius,27,1458444060084
4,1023,JP,JPN,Japan,159709,meter-gauge-159709u16lnQp,89,221.243.16.1,35.69,yellow,139.75,Celsius,31,1458444060084
6,925,DE,DEU,Germany,159710,sensor-pad-159710WxyhYwYYa,26,195.71.228.94,51.0,green,9.0,Celsius,34,1458444060084
1,1477,BR,BRA,Brazil,159711,device-mac-159711l4AWh5af,53,200.217.178.97,-23.55,red,-46.64,Celsius,20,1458444060084
5,1499,US,USA,United States,159712,sensor-pad-159712KEn7A4cYBF,67,66.62.4.66,40.05,red,-105.2,Celsius,30,1458444060084
4,1253,US,USA,United States,159713,meter-gauge-159713pkXlSclIN,59,72.37.114.86,41.29,yellow,-96.17,Celsius,33,1458444060084
1,1266,US,USA,United States,159714,sensor-pad-159714Mo5x9MGf0,86,98.141.120.2,37.61,yellow,-77.44,Celsius,13,1458444060084
4,1222,US,USA,United States,159715,therm-stick-159715gtVGiyM,31,207.88.186.145,38.0,yellow,-97.0,Celsius,30,1458444060084
9,989,CH,CHE,Switzerland,159716,sensor-pad-159716930Muyp2,89,146.136.72.1,47.17,green,9.48,Celsius,32,1458444060084
7,802,US,USA,United States,159717,device-mac-1597175tgFYC0iy,65,216.136.86.1,38.0,green,-97.0,Celsius,12,1458444060084
9,1215,US,USA,United States,159718,sensor-pad-159718bMy8SDcWl,36,69.31.63.5,38.95,yellow,-77.22,Celsius,13,1458444060084
0,1595,KR,KOR,Republic of Korea,159719,meter-gauge-159719RHMd5BPOml,52,202.30.147.81,37.57,red,126.98,Celsius,29,1458444060084
2,1472,IN,IND,India,159720,sensor-pad-159720ipHV8,48,202.71.128.38,28.57,red,77.32,Celsius,20,1458444060084
9,1330,RU,RUS,Russia,159721,meter-gauge-1597211CM7tt,79,82.198.161.242,55.75,yellow,37.62,Celsius,22,1458444060084
9,1559,KR,KOR,Republic of Korea,159722,sensor-pad-159722Eh7ME,68,58.229.22.197,37.57,red,126.98,Celsius,24,1458444060084
3,1066,JP,JPN,Japan,159723,device-mac-159723BFa3AWU,33,219.17.234.1,35.69,yellow,139.69,Celsius,24,1458444060084
1,1149,BR,BRA,Brazil,159724,sensor-pad-159724ZacZgm,74,200.216.134.117,-23.55,yellow,-46.64,Celsius,15,1458444060084
4,1005,KR,KOR,Republic of Korea,159725,therm-stick-159725aLXc5MZ,66,218.148.10.1,37.57,yellow,126.98,Celsius,32,1458444060084
8,1176,FR,FRA,France,159726,sensor-pad-159726NoOqPeDLS,86,217.117.144.46,48.86,yellow,2.35,Celsius,15,1458444060084
8,1219,EG,EGY,Egypt,159727,meter-gauge-159727Bo3b2,89,62.140.119.178,30.05,yellow,31.37,Celsius,22,1458444060084
3,1301,JP,JPN,Japan,159728,sensor-pad-159728Shgawh,87,221.29.158.1,35.69,yellow,139.69,Celsius,29,1458444060084
0,1438,US,USA,United States,159729,device-mac-159729GZI9WOOyb,29,4.69.153.34,38.0,red,-97.0,Celsius,19,1458444060084
0,924,CN,CHN,China,159730,sensor-pad-159730hSvwa,66,124.74.209.85,31.05,green,121.4,Celsius,25,1458444060084
9,1265,GB,GBR,United Kingdom,159731,meter-gauge-159731cCAWr1sT,41,213.41.80.1,51.5,yellow,-0.13,Celsius,34,1458444060085
7,1060,TW,TWN,Taiwan,159732,sensor-pad-159732dEt9bKM6,49,61.222.4.242,23.5,yellow,121.0,Celsius,20,1458444060085
2,1408,KG,KGZ,Kyrgyzstan,159733,meter-gauge-1597331DJDjqa,76,213.145.131.73,41.0,red,75.0,Celsius,28,1458444060085
1,1424,JP,JPN,Japan,159734,sensor-pad-159734qAKgSB5,71,133.1.0.18,35.69,red,139.69,Celsius,21,1458444060085
6,816,US,USA,United States,159735,device-mac-159735UANduR,64,24.117.3.246,35.49,green,-98.98,Celsius,14,1458444060085
5,1255,US,USA,United States,159736,sensor-pad-159736kVv81S,82,12.116.59.66,38.0,yellow,-97.0,Celsius,34,1458444060085
5,1568,DE,DEU,Germany,159737,meter-gauge-1597378Mt8FTfI,60,92.79.209.186,51.0,red,9.0,Celsius,33,1458444060085
3,898,US,USA,United States,159738,sensor-pad-159738A5VzI,37,75.178.200.1,38.0,green,-97.0,Celsius,26,1458444060085
6,1111,US,USA,United States,159739,meter-gauge-159739H7tHVHCL,62,70.178.199.1,35.47,yellow,-94.2,Celsius,29,1458444060085
8,1406,BR,BRA,Brazil,159740,sensor-pad-159740kepBky9o61,86,200.178.225.1,-23.55,red,-46.64,Celsius,34,1458444060085
6,1239,KR,KOR,Republic of Korea,159741,device-mac-1597413i1HaxI1,61,125.178.210.1,37.57,yellow,126.98,Celsius,34,1458444060085
7,1524,RU,RUS,Russia,159742,sensor-pad-159742wIpxCZ2W,76,194.186.57.130,55.75,red,37.62,Celsius,18,1458444060085
7,1548,CN,CHN,China,159743,meter-gauge-159743rRLRjzA,69,222.190.153.1,32.49,red,119.91,Celsius,14,1458444060085
2,1477,US,USA,United States,159744,sensor-pad-159744eCZblMkRBs,43,67.190.122.1,39.65,red,-104.99,Celsius,10,1458444060085
5,1219,US,USA,United States,159745,therm-stick-159745MBaxVj,92,216.201.183.233,35.47,yellow,-97.52,Celsius,10,1458444060085
8,973,KR,KOR,Republic of Korea,159746,sensor-pad-159746Wljqcr,41,211.180.10.49,37.57,green,126.98,Celsius,19,1458444060085
6,1230,AU,AUS,Australia,159747,device-mac-159747KGbIJ,84,218.185.69.50,-27.0,yellow,133.0,Celsius,22,1458444060085
6,1475,US,USA,United States,159748,sensor-pad-159748STH7S4,39,155.212.203.209,42.36,red,-71.05,Celsius,19,1458444060085
5,1398,US,USA,United States,159749,meter-gauge-159749DzRXC,72,68.86.20.29,38.0,yellow,-97.0,Celsius,30,1458444060085
3,1151,CA,CAN,Canada,159750,sensor-pad-159750pF7pPlsN5,48,24.202.37.1,45.34,yellow,-72.01,Celsius,13,1458444060085
8,836,IS,ISL,Iceland,159751,meter-gauge-1597511kERJ,34,213.190.100.101,64.14,green,-21.95,Celsius,13,1458444060085
3,1065,NO,NOR,Norway,159752,sensor-pad-15975276qHQFI,46,84.202.49.1,63.34,yellow,10.42,Celsius,22,1458444060085
8,1321,US,USA,United States,159753,device-mac-159753E9m1Vp,60,74.202.47.1,32.78,yellow,-96.81,Celsius,16,1458444060085
3,1545,CA,CAN,Canada,159754,sensor-pad-159754wucYUJ,92,209.202.74.1,43.64,red,-79.39,Celsius,14,1458444060085
8,1149,GB,GBR,United Kingdom,159755,therm-stick-1597552sK1ZYDVTC,98,195.50.122.73,51.5,yellow,-0.13,Celsius,13,1458444060085
2,1056,SI,SVN,Slovenia,159756,sensor-pad-159756vG7aD,63,95.176.243.47,46.0,yellow,15.0,Celsius,13,1458444060085
1,1563,US,USA,United States,159757,meter-gauge-159757YPZCUNGmV4,57,216.171.184.96,43.05,red,-76.15,Celsius,27,1458444060085
8,1373,CN,CHN,China,159758,sensor-pad-159758PkD85fG,90,222.83.224.1,22.82,yellow,108.32,Celsius,19,1458444060085
5,814,HK,HKG,Hong Kong,159759,device-mac-159759h8cJO5uX,87,202.83.220.1,22.28,green,114.15,Celsius,13,1458444060085
5,1445,LK,LKA,Sri Lanka,159760,sensor-pad-159760SIf7x7,37,203.115.2.186,7.0,red,81.0,Celsius,19,1458444060085
6,970,CN,CHN,China,159761,meter-gauge-159761fJadSJ,28,221.214.0.1,36.67,green,117.0,Celsius,17,1458444060085
3,1148,RU,RUS,Russia,159762,sensor-pad-1597629u0TI99SO,36,85.21.17.166,55.75,yellow,37.62,Celsius,21,1458444060085
0,1404,US,USA,United States,159763,meter-gauge-159763bEBSp,29,206.223.144.129,39.39,red,-119.68,Celsius,29,1458444060085
7,1339,US,USA,United States,159764,sensor-pad-15976464ySI6aa4,42,66.119.65.57,25.79,yellow,-80.36,Celsius,27,1458444060085
0,866,GB,GBR,United Kingdom,159765,device-mac-159765p8KXB,77,158.43.96.118,51.5,green,-0.13,Celsius,18,1458444060085
8,1517,US,USA,United States,159766,sensor-pad-159766mCnbF,56,65.67.26.174,38.0,red,-97.0,Celsius,24,1458444060085
6,902,US,USA,United States,159767,meter-gauge-159767v7OeKTjxQ7,37,216.107.70.1,37.59,green,-77.58,Celsius,27,1458444060085
4,1379,US,USA,United States,159768,sensor-pad-159768WB6hgT8,83,71.107.41.1,34.43,yellow,-117.15,Celsius,19,1458444060085
